longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.88,36.83,2,4055,735,1730,654,4.21,96500,INLAND
-119.88,36.85,8,2580,372,1111,393,7.5,256200,INLAND
-119.88,36.93,12,3174,520,1590,488,4.53,101200,INLAND
-119.87,36.34,26,1414,265,779,249,2.92,83900,INLAND
-119.87,36.54,34,1370,287,818,269,2.4,72500,INLAND
-119.87,36.72,30,1584,316,984,300,2.07,67900,INLAND
-119.87,36.76,34,1649,323,919,316,2.88,74500,INLAND
-119.87,36.78,4,6102,1114,3406,1115,3.42,84500,INLAND
-119.87,36.79,7.5,2403.5,483.5,1366,470,3.37,78450,INLAND
-119.87,36.81,6,1891,341,969,330,4.67,107800,INLAND
-119.87,36.83,4,4833,784,2088,789,5.18,122500,INLAND
-119.87,36.93,13,1429,209,702,205,4.36,111800,INLAND
-119.86,34.38,27,1344,342,1319,332,1.83,252100,NEAR OCEAN
-119.86,34.41,24,1576,580,1630,531,1.24,325000,NEAR OCEAN
-119.86,34.42,23,1450,642,1258,607,1.18,225000,NEAR OCEAN
-119.86,36.43,34,1175,251,683,261,1.72,58400,INLAND
-119.86,36.45,19,2439,462,1416,469,2.45,75600,INLAND
-119.86,36.78,7,2232,490,1274,499,2.99,74700,INLAND
-119.86,36.8,18,2536,516,1196,466,2.56,67900,INLAND
-119.86,36.81,4,4530,1070,1804,837,3.39,72100,INLAND
-119.86,36.82,12,1488,253,675,223,4.76,89300,INLAND
-119.85,34.4,14,2307,650,5723,615,2.17,37500,NEAR OCEAN
-119.85,34.44,28,1765,301,1173,297,6.03,276800,NEAR OCEAN
-119.85,34.48,23,1915,277,724,267,6.3,348200,NEAR OCEAN
-119.85,36.43,23,1824,354,1146,362,2.89,60900,INLAND
-119.85,36.74,35,1191,190,537,182,3.54,96700,INLAND
-119.85,36.75,24,1143,245,608,240,2.82,81100,INLAND
-119.85,36.76,10,2067,450,845,354,1.82,80100,INLAND
-119.85,36.77,18,1326,329,733.5,289,2.49,82250,INLAND
-119.85,36.78,8,3096,684,1454,545,2.79,79700,INLAND
-119.85,36.8,14,3026.5,619,1665.5,589,3.31,80900,INLAND
-119.85,36.81,15,1743,310,1011,325,3.76,68000,INLAND
-119.85,36.83,13,2530,381,1090.5,380.5,5.76,150950,INLAND
-119.85,36.84,12,2272,304,840,305,8.97,213900,INLAND
-119.85,36.97,13,2872,477,1607,481,4.48,102400,INLAND
-119.85,37.1,8,828,168,413,146,3.38,80700,INLAND
-119.85,37.39,14,2744,555,1153,474,2.75,111100,INLAND
-119.84,34.44,28,977,162,537,159,4.24,274300,NEAR OCEAN
-119.84,34.45,26,4424,616,1839,601,6.37,331200,NEAR OCEAN
-119.84,36.54,19,1310,241,702,217,2.44,78200,INLAND
-119.84,36.75,34,1186,300,774,271,1.58,57100,INLAND
-119.84,36.77,6,1853,473,1397,417,1.48,72000,INLAND
-119.84,36.78,24,3242,795,2764,773,1.34,58800,INLAND
-119.84,36.79,21,3235,648,1820,614,3.34,71400,INLAND
-119.84,36.8,17.5,3046.5,641,1485.5,594,2.73,69800,INLAND
-119.84,36.81,18,2789,378,937,364,7.71,188300,INLAND
-119.84,36.82,17,2807,376,996,353,5.54,167700,INLAND
-119.84,36.83,17,2642.5,353,843.5,312.5,7.14,212800,INLAND
-119.84,36.84,12,2396,290,863,258,8.77,229200,INLAND
-119.84,36.85,8,3791,487,1424,475,10.51,345900,INLAND
-119.84,37.48,17,2582,553,1087,423,2.5,104200,INLAND
-119.83,34.43,31,798,346,699,301,2.14,205000,NEAR OCEAN
-119.83,34.44,30.5,1267.5,341.5,583,312.5,2.61,229200,NEAR OCEAN
-119.83,34.45,24,2168,373,934,366,5.42,280900,NEAR OCEAN
-119.83,36.37,25,1549,269,819,272,2.72,101400,INLAND
-119.83,36.54,31,1732,332,979,294,2.52,60000,INLAND
-119.83,36.71,43,355,81,233,75,2.42,73900,INLAND
-119.83,36.72,28,60,10,46,13,4.35,67500,INLAND
-119.83,36.73,21,1702,358,1347,316,2.41,62100,INLAND
-119.83,36.75,33,662,183,607,181,1.39,55600,INLAND
-119.83,36.76,15,3291,772,1738,634,1.98,67300,INLAND
-119.83,36.77,27.5,2517.5,559,1447.5,497.5,2.53,69850,INLAND
-119.83,36.78,32.5,2475.5,498.5,1296.5,498,2.68,73250,INLAND
-119.83,36.79,29.5,2688.5,591,1576,571.5,2.64,66300,INLAND
-119.83,36.8,20,4928.5,940.5,2496.5,936.5,3.49,85450,INLAND
-119.83,36.82,14,1087,165,365,176,7.29,155600,INLAND
-119.83,36.83,14,2351,341,1128,363,6.99,141200,INLAND
-119.82,34.43,15,1482,345,669,379,3.08,112500,NEAR OCEAN
-119.82,34.44,22,1881.67,489.67,1143.67,460.67,3.75,224533.333333333,NEAR OCEAN
-119.82,34.45,24,3592,533,1683,528,6.72,333800,NEAR OCEAN
-119.82,36.19,33,1293,272,694,229,2.02,52200,INLAND
-119.82,36.32,18,942,193,424,174,2.07,87500,INLAND
-119.82,36.64,30,1694,312,1008,321,2.25,96000,INLAND
-119.82,36.72,21,1928.5,385,1284.5,373.5,2.13,53350,INLAND
-119.82,36.74,52,610,128,406,122,1.9,43800,INLAND
-119.82,36.75,41,1022,209,741,213,2.08,48800,INLAND
-119.82,36.76,43.5,2083.5,481,1015.5,458.5,1.65,67700,INLAND
-119.82,36.77,38.5,1846.5,371,881.5,369,2.98,68450,INLAND
-119.82,36.78,36,1476,301,786.5,300,2.61,69400,INLAND
-119.82,36.79,26.5,3648,865,2062,759,2.17,65300,INLAND
-119.82,36.8,33,1670,256,528,250,2.95,99500,INLAND
-119.82,36.81,25,3305,551,1149,500,5.07,150900,INLAND
-119.82,36.82,28,2268,336,752,330,5.28,151500,INLAND
-119.82,36.83,15,2925,394,1212,401,5.72,133850,INLAND
-119.82,36.84,8,2314.5,443,968.5,437,4.4,139050,INLAND
-119.82,37.57,13,1713,340,643,241,2.66,92400,INLAND
-119.81,34.44,18.5,2066.5,446.5,1064.5,422.5,3.95,247600,NEAR OCEAN
-119.81,34.45,24,3678,567,1554,570,6.52,334000,NEAR OCEAN
-119.81,36.28,24,544,112,442,106,3.11,56100,INLAND
-119.81,36.51,31,1241,254,767,226,2.73,83600,INLAND
-119.81,36.6,24,2246,462,1291,394,2.4,76400,INLAND
-119.81,36.7,52,314,57,178,66,1.24,52500,INLAND
-119.81,36.71,25,1026,221,789,183,1.56,52800,INLAND
-119.81,36.72,46,1414,268,902,243,1.58,56700,INLAND
-119.81,36.73,49.33,1014,268.67,807.67,224.33,1.9,55166.6666666667,INLAND
-119.81,36.74,36,607,155,483,146,1.56,47500,INLAND
-119.81,36.75,52,1827,356,855,353,1.76,55100,INLAND
-119.81,36.76,50.33,2090,408.67,1055.67,396,2.52,59733.3333333333,INLAND
-119.81,36.77,46.67,1965,346,778.67,335.33,3.05,78700,INLAND
-119.81,36.78,40,1727,323.25,732,310,3.06,77125,INLAND
-119.81,36.79,37,2392.5,451.5,1036,444,2.68,72850,INLAND
-119.81,36.8,33.5,2529,438.5,1009.5,427,4.88,124450,INLAND
-119.81,36.81,33,3972,594,1324,561,5.45,143300,INLAND
-119.81,36.83,14.5,6284.5,1061,2518.5,996,4.85,130750,INLAND
-119.81,36.85,17,2340,370,1174,396,4.23,94400,INLAND
-119.81,36.92,14,4795,710,2047,640,4.67,121300,INLAND
-119.81,37.67,24,172,42,79,30,3.83,93800,INLAND
-119.8,34.43,24.5,2994,518.5,1608,512,5.18,273950,NEAR OCEAN
-119.8,34.44,27,2674,419,1176,416,5.03,280200,NEAR OCEAN
-119.8,36.02,20,156,39,171,37,3.05,225000,INLAND
-119.8,36.29,7,479,84,327,103,5.17,107500,INLAND
-119.8,36.65,34,2263,423,1184,407,1.77,74200,INLAND
-119.8,36.68,31,2214,432,1326,416,2.17,66700,INLAND
-119.8,36.7,28,1592,304,962,282,1.33,51300,INLAND
-119.8,36.71,29,1541,291,1007,313,2,53500,INLAND
-119.8,36.72,25.67,1509.33,371,1175.33,346.33,1.02,52233.3333333333,INLAND
-119.8,36.73,45,925,231,797,228,1.7,44800,INLAND
-119.8,36.74,25,1717,542,1343,471,0.8,51800,INLAND
-119.8,36.75,46.33,2024,502.67,1305,472,1.54,59533.3333333333,INLAND
-119.8,36.76,52,2038.5,427.5,798,398,2.02,73800,INLAND
-119.8,36.77,52,2964,512,1114,486,3.81,87600,INLAND
-119.8,36.78,46.5,2100,402.5,805.5,359,2.91,84750,INLAND
-119.8,36.79,45,1337,187,471,187,5.19,153800,INLAND
-119.8,36.8,43,1951,288,725,308,6.34,169300,INLAND
-119.8,36.82,24,5377,1005,2010,982,3.45,121200,INLAND
-119.8,36.83,17,1560,261,709,258,4.33,95800,INLAND
-119.8,36.86,7,6434,1201,2733,1045,3.77,145000,INLAND
-119.8,37.5,15,989,184,406,151,3.18,121900,INLAND
-119.79,34.43,26,3611,563,2089,540,5.16,276200,NEAR OCEAN
-119.79,34.44,25,1479,314,977,309,4.18,271800,NEAR OCEAN
-119.79,34.45,24,2746,433,1076,380,5.86,348700,NEAR OCEAN
-119.79,36.29,6,1265,227,764,246,4.29,104200,INLAND
-119.79,36.3,16,1717,277,903,289,4.34,93100,INLAND
-119.79,36.31,25,4984,1029,2414,961,2.29,72300,INLAND
-119.79,36.32,19,3252,614,1971,607,3.07,75800,INLAND
-119.79,36.55,32,1393,276,999,245,2.02,76800,INLAND
-119.79,36.7,23,1731,363,1210,341,1.39,49500,INLAND
-119.79,36.72,30,1640.5,356.5,1148,322.5,1.28,48550,INLAND
-119.79,36.73,52,112,28,193,40,1.98,47500,INLAND
-119.79,36.74,43.5,513,191.5,814.5,186.5,1.58,57300,INLAND
-119.79,36.75,42.5,1769,515.5,2030,471,1.06,45850,INLAND
-119.79,36.76,52,1796.5,379,998,352,1.64,58700,INLAND
-119.79,36.77,36.5,1966.5,456,1072,434,2.22,59450,INLAND
-119.79,36.78,39.5,2069.5,459,1130,411.5,2.17,58950,INLAND
-119.79,36.79,26,2219,552,1225,518.33,1.9,59833.3333333333,INLAND
-119.79,36.8,27,2462,484,852,449,3.32,124700,INLAND
-119.79,36.81,34,1669,294.5,824.5,303.5,3.66,100900,INLAND
-119.79,36.82,24,3344,640.5,1533.5,634.5,3.32,99100,INLAND
-119.79,36.83,15,3356,694,1232,627,2.22,72200,INLAND
-119.79,36.84,22,1529,375,1543,395,1.79,51700,INLAND
-119.79,36.85,11,2596,619,1765,539,1.95,54000,INLAND
-119.78,34.44,28,2864,495,1364,482,4.84,353400,NEAR OCEAN
-119.78,36.27,29,1871,315,1066,309,4.57,100800,INLAND
-119.78,36.3,30,1846,391,1255,352,2.17,66600,INLAND
-119.78,36.31,14,1287,291,737,269,3.17,126400,INLAND
-119.78,36.33,16,1006,212,515,200,3.24,112500,INLAND
-119.78,36.37,41,831,149,443,146,3.14,100000,INLAND
-119.78,36.65,27,1226,240,706,211,2.77,68400,INLAND
-119.78,36.71,35,1987,394,1233,383,1.36,45300,INLAND
-119.78,36.72,22,354,121,530,115,2.15,34400,INLAND
-119.78,36.73,52,1377,319,1280,259,1.23,43300,INLAND
-119.78,36.74,15,1461,415,924,356,2.5,90300,INLAND
-119.78,36.75,39.5,1690.75,426,1618,395.75,1.32,51250,INLAND
-119.78,36.76,48.5,1384,322.5,1006,333.5,1.74,50550,INLAND
-119.78,36.77,45,1315,256,666,240,2.36,58100,INLAND
-119.78,36.78,34,2174.5,455.5,1051,450.5,2.15,72050,INLAND
-119.78,36.79,33,2260,440,966,413,2.93,68300,INLAND
-119.78,36.8,34,2813,558,1590.5,539,2.38,66250,INLAND
-119.78,36.82,23.5,4628.5,1147,2031,949.5,2.7,71500,INLAND
-119.78,36.83,14.5,3459,702,1572.5,642.5,3.29,82250,INLAND
-119.78,36.84,7,4907,1075,2014,909,3.21,111900,INLAND
-119.78,36.85,12,782,166,292,164,2.83,79500,INLAND
-119.78,36.86,9,3185,519,1402,494.5,6.28,157800,INLAND
-119.78,38.69,17,1364,282,338,152,2.45,117600,INLAND
-119.77,34.44,24,5652,1313,2312,1294,2.47,295300,NEAR OCEAN
-119.77,35.65,21,2403,483,1647,415,2.61,80000,INLAND
-119.77,36.3,24,2202,471,1052,439,2.1,62000,INLAND
-119.77,36.31,14,3677,863,2191,785,2.62,69100,INLAND
-119.77,36.32,14,3400,618,1867,612,3.99,92500,INLAND
-119.77,36.44,26,1727,289,802,259,3.21,75000,INLAND
-119.77,36.72,43,1763,389,1623,390,1.44,47700,INLAND
-119.77,36.73,44.5,1520.5,317,1053.5,305.5,1.97,52800,INLAND
-119.77,36.74,40.33,1544.67,344.67,877,325.33,2.24,75600,INLAND
-119.77,36.75,41.5,1552.5,372,1533,362,1.62,47600,INLAND
-119.77,36.76,42,1859,408.67,1497.33,399.67,1.53,53233.3333333333,INLAND
-119.77,36.77,33.5,2809.5,681.5,2055,640,1.64,63300,INLAND
-119.77,36.78,38,2513.5,531.5,1301.5,541,2.24,67500,INLAND
-119.77,36.79,30.5,2468.5,443.5,1108.5,446.5,3.13,85350,INLAND
-119.77,36.8,28,3604.5,717.5,1667,684,2.82,83850,INLAND
-119.77,36.81,26.5,1639,286.5,662,278.5,3.5,85100,INLAND
-119.77,36.83,17.5,2798.5,431,1206,434.5,4.92,104800,INLAND
-119.77,36.84,15,1991,337,869.5,327.5,4.32,124850,INLAND
-119.77,36.85,8,1519,234,711,248,5.99,123600,INLAND
-119.77,36.86,7,4139,544,1843,562,8.27,193500,INLAND
-119.77,36.91,3,7520,1143,2878,1077,5.33,174200,INLAND
-119.77,37.19,8,5212,872,2383,857,4.11,113600,INLAND
-119.76,34.44,28,1985,582,1092,548,2.47,290900,NEAR OCEAN
-119.76,36.68,29,1243,312,836,277,1.84,74200,INLAND
-119.76,36.71,29,1745,441,1530,391,1.56,44400,INLAND
-119.76,36.72,24,1240,265,1035,232,2.88,60600,INLAND
-119.76,36.73,42.5,1450,322.5,1151.5,304,1.66,49050,INLAND
-119.76,36.74,52,2137,448,1194,444,1.3,69100,INLAND
-119.76,36.75,37.5,1940.75,472.25,1670.25,430,1.74,49775,INLAND
-119.76,36.76,23,3800,1003,3786,917,1.48,50600,INLAND
-119.76,36.77,37,3155.5,640,1684.5,645,2.46,66250,INLAND
-119.76,36.78,30,6117,1330,2768,1224,2.14,78800,INLAND
-119.76,36.79,29,3058.5,652.5,1618.5,658,2.74,73950,INLAND
-119.76,36.8,24.5,4875.5,1004,2288,941.5,2.4,77300,INLAND
-119.76,36.81,19,4643,1429,4638,1335,1.27,69400,INLAND
-119.76,36.82,17,6932,1486,3056,1453,2.34,99300,INLAND
-119.76,36.83,19.67,3235.67,504,1494,507,4.6,98233.3333333333,INLAND
-119.75,34.43,23,2982,837,1317,787,3.38,283200,NEAR OCEAN
-119.75,34.44,28,1080,298,524,251,1.84,327300,NEAR OCEAN
-119.75,34.45,16,3221,677,1454,610.5,4.82,329400,NEAR OCEAN
-119.75,36.71,38,1481,859,1543,372,1.46,49800,INLAND
-119.75,36.72,22,3247,859,4179,881,1.33,60800,INLAND
-119.75,36.73,39,2290,539,1685,536,1.63,52100,INLAND
-119.75,36.74,39,1740,351,1098,347,1.9,51300,INLAND
-119.75,36.75,49.5,1923,377,1071,387,2.25,54800,INLAND
-119.75,36.76,30.5,2074.5,510.5,1944.5,479.5,1.37,52150,INLAND
-119.75,36.77,32,1962,399,1005,392,2.67,70400,INLAND
-119.75,36.78,32,1843.67,389.67,987.67,384,2.36,75766.6666666667,INLAND
-119.75,36.8,27.5,3013,583,1575.5,556.5,2.27,82550,INLAND
-119.75,36.83,15,2793,436,1411,441,4.93,109400,INLAND
-119.75,36.87,3,13802,2244,5226,1972,5.09,143700,INLAND
-119.74,34.35,34,1664,292,705,257,5,329400,NEAR OCEAN
-119.74,34.38,32,1479,287,830,288,5.35,322600,NEAR OCEAN
-119.74,34.41,30,2365,417,1053,409,5.6,346200,NEAR OCEAN
-119.74,34.43,26,3119,562,1459,562,5.04,340400,NEAR OCEAN
-119.74,34.44,26.5,2754,656.5,1182,616.5,3.1,323750,NEAR OCEAN
-119.74,36.15,21,1548,308,1137,306,2.47,61300,INLAND
-119.74,36.65,19,2546,463,1257,418,2.9,89500,INLAND
-119.74,36.71,17,5872,1250,5034,1224,2.19,61800,INLAND
-119.74,36.72,25,3972,842,2863,729,2.13,58500,INLAND
-119.74,36.73,38,1245,272,1001,270,2.19,50400,INLAND
-119.74,36.74,39,4893,1210,4749,1067,1.21,55600,INLAND
-119.74,36.75,47,2236,418,1042,397,2.95,59600,INLAND
-119.74,36.76,39,1502.5,343,1231.5,328.5,1.64,55750,INLAND
-119.74,36.77,30,2427,482,1375,518,2.57,76900,INLAND
-119.74,36.78,27,4049,947,2254,882,2.25,70700,INLAND
-119.74,36.79,28,2857,619,1614,592,2.16,71400,INLAND
-119.74,36.8,18,10862,2401,5466,2209,2.47,74300,INLAND
-119.74,36.83,14,4675,829,2235,787,4.11,108200,INLAND
-119.74,36.85,3,10425,2121,4432,1778,3.9,140800,INLAND
-119.73,34.35,20,1648,319,905,307,4.38,335200,NEAR OCEAN
-119.73,34.41,29,1769,297,703,269,4.44,350000,NEAR OCEAN
-119.73,34.43,31,2075.5,529,1180.5,484.5,3.42,300700,NEAR OCEAN
-119.73,34.44,43,1921.5,390,887,381,3.97,354300,NEAR OCEAN
-119.73,36.31,20,2440,433,1579,400,2.83,60200,INLAND
-119.73,36.52,20,1741,331,1466,289,2.59,94200,INLAND
-119.73,36.56,32,1513,272,1038,272,3.05,82700,INLAND
-119.73,36.59,31,1551,296,1058,287,3.34,92600,INLAND
-119.73,36.62,35,2080,365,1026,333,3.58,92800,INLAND
-119.73,36.68,32,755,205,681,207,1.8,49300,INLAND
-119.73,36.72,20.5,2445.5,730.5,1425,697,1.36,79950,INLAND
-119.73,36.73,8,2041,537.5,1132.5,472.5,1.82,139600,INLAND
-119.73,36.74,14,6202,1551,5561,1435,1.61,64700,INLAND
-119.73,36.75,39,1745,321,901,303,3.17,67900,INLAND
-119.73,36.76,30,1548,282,886,311,3.1,71300,INLAND
-119.73,36.77,24,4410,939,2362,862,2.94,73000,INLAND
-119.73,36.8,19.5,1846,393.5,989,385,3.45,71900,INLAND
-119.73,36.81,19,1699,356,994,368,2.78,79700,INLAND
-119.73,36.83,11,3475,491,1771.5,536.5,5.22,125100,INLAND
-119.72,34.42,42.25,1632,391.75,1056.25,389.75,3.23,258950,NEAR OCEAN
-119.72,34.43,34.4,1398.2,394,777.6,371.8,2.74,295260,<1H OCEAN
-119.72,34.77,35,2469,553,1168,427,2.46,62100,<1H OCEAN
-119.72,36.32,40,1185,221,676,256,2.27,52600,INLAND
-119.72,36.34,33,1287,214,580,210,3.2,112500,INLAND
-119.72,36.71,7,2456,463,1350,424,3.02,91600,INLAND
-119.72,36.72,15,1713,246,766,232,6.82,127200,INLAND
-119.72,36.73,9,1914,491,1116,424,1.46,65900,INLAND
-119.72,36.75,19,3261.5,637.5,1529.5,612.5,3.31,80800,INLAND
-119.72,36.76,23,6403,637.5,3573,1260,2.3,69000,INLAND
-119.72,36.81,21.5,1913,434.5,987,395.5,2.81,79850,INLAND
-119.72,36.82,15.5,1786.5,426,802,434.5,2.11,82500,INLAND
-119.72,37.38,16,2131,424,989,369,2.61,103700,INLAND
-119.72,37.46,13,1999,375,750,308,2.88,96000,INLAND
-119.71,34.36,34,1706,276,628,243,4.18,364000,NEAR OCEAN
-119.71,34.4,31.5,2814,564.5,1245,540,4.14,360950,NEAR OCEAN
-119.71,34.41,24.5,1129.5,318,845.5,307,3.17,243400,NEAR OCEAN
-119.71,34.42,42.29,1504.57,458.57,1032.57,421.14,2.66,250357.142857143,<1H OCEAN
-119.71,34.43,37.67,1716.67,441.67,825.33,409,2.79,330933.333333333,<1H OCEAN
-119.71,36.73,19,3972,585,1586,560,5.26,151400,INLAND
-119.71,36.74,18,8099,1670,4476,1514,2.47,88300,INLAND
-119.71,36.76,28,2675,527,1392,521,2.31,72000,INLAND
-119.71,36.77,11,5112,1384,2487,1243,2.15,75900,INLAND
-119.71,36.79,34,1891,323,966,355,3.67,82000,INLAND
-119.71,36.8,19.67,1448.67,263,922,275.33,3.39,79633.3333333333,INLAND
-119.71,36.81,15.67,1684,402.67,751,379.33,1.84,65833.3333333333,INLAND
-119.71,36.82,12,2144,568,1320,566,2.34,112500,INLAND
-119.71,36.83,10,1907,419,925.5,399,2.66,111200,INLAND
-119.71,36.88,17,2236,315,992,312,6.94,165200,INLAND
-119.7,34.36,35,1604,334,904,337,4.74,336400,NEAR OCEAN
-119.7,34.4,25,1858,493,865,460,3.09,312500,NEAR OCEAN
-119.7,34.41,30,1609,464.33,1561,467.33,2.56,229700,NEAR OCEAN
-119.7,34.42,45.33,952,301.67,787.67,284.67,2.44,320133.333333333,<1H OCEAN
-119.7,34.43,43,1338.2,378.2,661.2,357.6,2.99,330320,<1H OCEAN
-119.7,36.3,10,956,201,693,220,2.29,62000,INLAND
-119.7,36.32,40,1178,244,586,187,2.65,43500,INLAND
-119.7,36.75,11,3626,779,1819,731,2.5,87500,INLAND
-119.7,36.8,32.5,1757,312,1037,337,3.25,77050,INLAND
-119.7,36.81,32,2623,528,1570,492,2.72,68000,INLAND
-119.7,36.82,25,2379,540,1482,484,2.32,68200,INLAND
-119.7,36.83,23,3532,756,1885,758,2.59,71400,INLAND
-119.7,36.94,15,1449,277,649,265,2.49,86300,INLAND
-119.69,34.38,39,1383,459,677,362,2.25,281300,NEAR OCEAN
-119.69,34.42,34.5,1064,328,858.5,323,1.94,255950,<1H OCEAN
-119.69,34.43,38.5,1942.75,409,978.5,376.5,3.84,335000,<1H OCEAN
-119.69,35.62,18,820,239,1345,207,2.12,47500,INLAND
-119.69,36.25,35,2011,349,970,300,2.4,94100,INLAND
-119.69,36.38,25,1688,302,879,277,3.32,103100,INLAND
-119.69,36.41,38,1016,202,540,187,2.29,75000,INLAND
-119.69,36.43,29,1799,356,1278,387,1.78,57900,INLAND
-119.69,36.46,29,1702,301,914,280,2.81,79200,INLAND
-119.69,36.69,36,1432,269,836,237,2.16,88300,INLAND
-119.69,36.71,25,556,79,249,71,4.46,108300,INLAND
-119.69,36.73,30,2437,349,1005,380,7.22,171700,INLAND
-119.69,36.74,20,2267.5,491.5,1237,471.5,2.53,92050,INLAND
-119.69,36.75,9.5,2134.5,356,1156,360.5,4.37,93100,INLAND
-119.69,36.77,22,2456,496,1720,417,2.69,60600,INLAND
-119.69,36.79,11,2291,413.33,1230,406.33,3.54,80966.6666666667,INLAND
-119.69,36.8,31,2576,458,1306,418,3.28,68700,INLAND
-119.69,36.81,14,2208,431,1314,435.5,3.52,90900,INLAND
-119.69,36.82,16,2600,472.5,1447,444.5,3.31,74750,INLAND
-119.69,36.83,18.75,1496,297.33,784.75,267.5,3.4,80800,INLAND
-119.69,36.85,20,2655,432,1081,379,4.54,143100,INLAND
-119.69,36.86,20,1676,263,786,240,4,164600,INLAND
-119.68,34.42,38,1452,354,1139,340,2.71,236800,<1H OCEAN
-119.68,34.43,41,1873,424,1480,412.5,3.26,243600,<1H OCEAN
-119.68,36.31,12,2739,535,1859,498,2.99,60600,INLAND
-119.68,36.32,27,958.5,198.5,570.5,178,2.17,87600,INLAND
-119.68,36.62,31,834,229,616,211,1.66,61200,INLAND
-119.68,36.63,39,1237,256,638,239,3.01,65300,INLAND
-119.68,36.77,21,1260,182,583,205,6.01,150800,INLAND
-119.68,36.79,16,1551,413.33,1010,292,3.54,71300,INLAND
-119.68,36.8,7,2855,518,1748,498,4.21,88400,INLAND
-119.68,36.81,14.5,2628.5,433.5,1446,446,4.5,97550,INLAND
-119.68,36.83,11,2455,344,1110,339,6.11,120000,INLAND
-119.68,37.19,10,3113,589,1508,512,2.82,96100,INLAND
-119.68,37.35,13,2307,386,925,347,3.13,119800,INLAND
-119.67,34.38,28,1814,526,849,420,3.16,364300,<1H OCEAN
-119.67,34.42,30,1503,418.5,1423,413.5,2.33,239650,<1H OCEAN
-119.67,34.43,39,1467,381,1404,374,2.37,241400,<1H OCEAN
-119.67,36.33,19,1241,244,850,237,2.94,81700,INLAND
-119.67,36.35,10,1090,164,470,158,4.94,118800,INLAND
-119.67,36.57,32,1604,292,868,276,2.19,110000,INLAND
-119.67,36.65,20,2512,449,1464,450,3.92,92300,INLAND
-119.67,36.72,31,843,140,453,149,2.69,153800,INLAND
-119.67,36.73,27,2845,417,1219,460,4.92,117900,INLAND
-119.67,36.74,19,2788,614,1365,525,2.78,120300,INLAND
-119.67,36.8,9,3712,508,1632,474,6.01,163100,INLAND
-119.67,36.81,4,1262,216,622,199,4.94,114400,INLAND
-119.67,36.82,2,2579,376,1133,342,4.56,123300,INLAND
-119.67,36.83,3.5,2087,335,1013.5,324,4.76,112500,INLAND
-119.67,36.89,15,2373,364,1280,386,5.31,167500,INLAND
-119.67,37.27,13,5087,981,2284,913,2.74,123100,INLAND
-119.66,36.3,18,1147,202,717,212,3.37,70500,INLAND
-119.66,36.32,24,2652,568,1532,445,2.33,56800,INLAND
-119.66,36.33,13,1835.5,391,1020,391.5,2.76,75450,INLAND
-119.66,36.34,32,1338,276,859,286,2.64,59700,INLAND
-119.66,36.35,15,1724,374,947,391,3.11,91900,INLAND
-119.66,37.39,10,2106,410,1003,397,2.78,124100,INLAND
-119.65,36.3,28,941,175,588,180,2.35,53400,INLAND
-119.65,36.32,11,1294,314,713,290,1.54,50400,INLAND
-119.65,36.33,49.5,1158,262.5,658.5,242,1.87,56450,INLAND
-119.65,36.34,46.5,1799.5,347,792,319,2.47,71650,INLAND
-119.65,36.35,29.5,2446.5,417,1107.5,414.5,3.63,96700,INLAND
-119.65,36.37,4,3725,783,1478,600,3.55,148000,INLAND
-119.65,36.51,30,1671,319,966,282,3.13,100000,INLAND
-119.65,36.62,6,1931,422,1344,414,1.66,58000,INLAND
-119.65,37.09,17,1280,254,707,267,3.55,106300,INLAND
-119.65,37.32,11,2161,448,820,405,2.36,122300,INLAND
-119.64,36.31,27,1513,314,1071,284,1.59,50100,INLAND
-119.64,36.32,32,2205,523,1772,479,1.36,43100,INLAND
-119.64,36.33,41,3095,766,1852,721,1.45,51700,INLAND
-119.64,36.34,32,2958,670,1504,627,1.86,56700,INLAND
-119.64,36.35,26.5,2473.5,436.5,1135.5,441.5,3.31,80300,INLAND
-119.64,36.36,13,2360,340,1055,312,5.21,97400,INLAND
-119.64,36.56,34,576,117,363,97,2.07,92500,INLAND
-119.64,36.82,14,4872,656,2085,617,5.67,173800,INLAND
-119.64,36.85,15,2397,353,1258,347,4.99,157300,INLAND
-119.64,37.31,15,2654,530,1267,489,2.84,104400,INLAND
-119.64,37.61,30,2857,661,291,135,2.68,164600,INLAND
-119.63,36.18,23,207,45,171,50,2.43,100000,INLAND
-119.63,36.32,36,1518,287,749,255,2.23,61000,INLAND
-119.63,36.33,14,2928,600,1633,559,1.84,67500,INLAND
-119.63,36.34,26,1463,261,699,219,3.55,71400,INLAND
-119.63,36.35,4,1684,343,920,324,4.24,90600,INLAND
-119.63,36.58,22,1794,435,1127,359,1.26,55300,INLAND
-119.63,36.6,33,1589,294,1102,307,1.97,62400,INLAND
-119.63,36.64,33,1036,181,620,174,3.41,110400,INLAND
-119.63,36.7,42,1338,215,617,222,3.08,133300,INLAND
-119.63,36.76,22,4126,614,1795,613,4.93,154700,INLAND
-119.63,36.79,19,1317,189,517,187,4.53,148700,INLAND
-119.62,36.35,10,3674,734,1864,718,2.61,80300,INLAND
-119.62,36.56,30,1722,372,1467,403,1.89,51600,INLAND
-119.62,36.58,13,1788,405,1652,411,2.69,62400,INLAND
-119.62,36.59,17,2287,390,1330,393,4.02,88000,INLAND
